사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2019052800100559,2019년 5월 28일 18시,화요일,서울특별시 구로구 구로동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,67세,상해없음,자전거,여,51세,경상
2019052800100659,2019년 5월 28일 20시,화요일,서울특별시 서초구 잠원동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,여,69세,상해없음,자전거,남,12세,중상
2019052800100689,2019년 5월 28일 21시,화요일,서울특별시 강동구 길동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,자전거,여,24세,경상
2019052900100024,2019년 5월 29일 00시,수요일,서울특별시 구로구 구로동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,65세,상해없음,자전거,여,57세,중상
2019052900100088,2019년 5월 29일 07시,수요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,62세,상해없음,자전거,여,38세,경상
2019052900100121,2019년 5월 29일 08시,수요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,여,22세,경상
2019052900100127,2019년 5월 29일 08시,수요일,서울특별시 노원구 중계동,중상사고,0,1,0,0,차대차 - 측면충돌,기타,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,자전거,남,86세,중상
2019052900100375,2019년 5월 29일 15시,수요일,서울특별시 마포구 성산동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,72세,상해없음,자전거,남,62세,중상
2019052900100380,2019년 5월 29일 15시,수요일,서울특별시 강동구 성내동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,22세,상해없음,자전거,여,61세,경상
2019052900100477,2019년 5월 29일 17시,수요일,서울특별시 금천구 독산동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,50세,상해없음,자전거,남,13세,중상
2019053000100105,2019년 5월 30일 07시,목요일,서울특별시 금천구 독산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,63세,상해없음,자전거,남,48세,경상
2019053000100128,2019년 5월 30일 08시,목요일,서울특별시 영등포구 문래동3가,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,58세,상해없음,자전거,남,34세,경상
2019053000100182,2019년 5월 30일 09시,목요일,서울특별시 마포구 망원동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,37세,중상,자전거,여,64세,상해없음
2019053000100255,2019년 5월 30일 11시,목요일,서울특별시 영등포구 당산동4가,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,33세,상해없음,자전거,남,77세,경상
2019053000100285,2019년 5월 30일 12시,목요일,서울특별시 송파구 잠실동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,63세,상해없음,자전거,여,28세,중상
2019053000100387,2019년 5월 30일 16시,목요일,서울특별시 중랑구 상봉동,경상사고,0,0,1,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,자전거,남,79세,경상
2019053000100570,2019년 5월 30일 21시,목요일,서울특별시 서대문구 북가좌동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,흐림,교차로 - 교차로안,승용,남,67세,상해없음,자전거,남,13세,경상
2019053100100211,2019년 5월 31일 10시,금요일,서울특별시 마포구 상수동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,29세,상해없음,자전거,남,58세,중상
2019053100100232,2019년 5월 31일 11시,금요일,서울특별시 서대문구 홍제동,중상사고,0,1,0,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승합,남,57세,상해없음,자전거,남,56세,중상
2019053100100690,2019년 5월 31일 21시,금요일,서울특별시 강북구 미아동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,상해없음,자전거,남,34세,중상
2019053100100742,2019년 5월 31일 22시,금요일,서울특별시 강동구 고덕동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,자전거,남,46세,상해없음,자전거,남,39세,경상
2019060100100115,2019년 6월 1일 07시,토요일,서울특별시 중랑구 중화동,중상사고,0,1,0,0,차대차 - 측면충돌,중앙선침범,포장 - 건조,맑음,단일로 - 기타,승용,남,67세,상해없음,자전거,남,64세,중상
2019060100100152,2019년 6월 1일 09시,토요일,서울특별시 영등포구 대림동,경상사고,0,0,1,0,차대차 - 측면충돌,직진우회전진행방해,포장 - 건조,맑음,교차로 - 교차로안,승용,여,56세,상해없음,자전거,남,51세,경상
2019060100100289,2019년 6월 1일 13시,토요일,서울특별시 강동구 길동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,61세,상해없음,자전거,남,79세,중상
2019060100100404,2019년 6월 1일 16시,토요일,서울특별시 성동구 성수동1가,경상사고,0,0,1,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,자전거,여,43세,경상,자전거,남,48세,상해없음
2019060100100405,2019년 6월 1일 16시,토요일,서울특별시 성동구 송정동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,61세,상해없음,자전거,여,60세,경상
2019060200100037,2019년 6월 2일 01시,일요일,서울특별시 양천구 목동,부상신고사고,0,0,0,1,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,45세,상해없음,자전거,여,20세,부상신고
2019060200100157,2019년 6월 2일 11시,일요일,서울특별시 성동구 송정동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,자전거,남,26세,상해없음,자전거,남,48세,중상
2019060200100193,2019년 6월 2일 13시,일요일,서울특별시 양천구 목동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,37세,상해없음,자전거,남,16세,부상신고
2019060200100288,2019년 6월 2일 16시,일요일,서울특별시 용산구 한강로3가,경상사고,0,0,1,0,차대차 - 기타,불법유턴,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,자전거,남,61세,경상
2019060200100291,2019년 6월 2일 16시,일요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 기타,신호위반,포장 - 건조,맑음,기타 - 기타,화물,남,44세,상해없음,자전거,남,29세,경상
2019060200100390,2019년 6월 2일 19시,일요일,서울특별시 강동구 암사동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,62세,기타불명,자전거,여,8세,경상
